,users,component,instances,RAM,CPU,STORAGE,technology
2560,18175,nginx,18,144,144,4590,caas
2561,18175,framework,1,32,8,600,caas
2562,18175,rel_db,4,96,32,400,caas
2563,18175,mem_db,2,16,8,20,caas
2564,69571,nginx,68,544,544,17340,caas
2565,69571,framework,2,64,16,1200,caas
2566,69571,rel_db,14,336,112,1400,caas
2567,69571,mem_db,7,56,28,70,caas
2568,56348,nginx,56,448,448,14280,caas
2569,56348,framework,1,32,8,600,caas
2570,56348,rel_db,12,288,96,1200,caas
2571,56348,mem_db,6,48,24,60,caas
2572,79622,nginx,78,624,624,19890,caas
2573,79622,framework,2,64,16,1200,caas
2574,79622,rel_db,16,384,128,1600,caas
2575,79622,mem_db,8,64,32,80,caas
2576,62699,nginx,62,496,496,15810,caas
2577,62699,framework,1,32,8,600,caas
2578,62699,rel_db,13,312,104,1300,caas
2579,62699,mem_db,7,56,28,70,caas
2580,35192,nginx,35,280,280,8925,caas
2581,35192,framework,1,32,8,600,caas
2582,35192,rel_db,8,192,64,800,caas
2583,35192,mem_db,4,32,16,40,caas
2584,10613,nginx,11,88,88,2805,caas
2585,10613,framework,1,32,8,600,caas
2586,10613,rel_db,3,72,24,300,caas
2587,10613,mem_db,2,16,8,20,caas
2588,17749,nginx,18,144,144,4590,caas
2589,17749,framework,1,32,8,600,caas
2590,17749,rel_db,4,96,32,400,caas
2591,17749,mem_db,2,16,8,20,caas
2592,42599,nginx,42,336,336,10710,caas
2593,42599,framework,1,32,8,600,caas
2594,42599,rel_db,9,216,72,900,caas
2595,42599,mem_db,5,40,20,50,caas
2596,31833,nginx,32,256,256,8160,caas
2597,31833,framework,1,32,8,600,caas
2598,31833,rel_db,7,168,56,700,caas
2599,31833,mem_db,4,32,16,40,caas
2600,24344,nginx,24,192,192,6120,caas
2601,24344,framework,1,32,8,600,caas
2602,24344,rel_db,5,120,40,500,caas
2603,24344,mem_db,3,24,12,30,caas
2604,14776,nginx,15,120,120,3825,caas
2605,14776,framework,1,32,8,600,caas
2606,14776,rel_db,3,72,24,300,caas
2607,14776,mem_db,2,16,8,20,caas
2608,38145,nginx,38,304,304,9690,caas
2609,38145,framework,1,32,8,600,caas
2610,38145,rel_db,8,192,64,800,caas
2611,38145,mem_db,4,32,16,40,caas
2612,22348,nginx,22,176,176,5610,caas
2613,22348,framework,1,32,8,600,caas
2614,22348,rel_db,5,120,40,500,caas
2615,22348,mem_db,3,24,12,30,caas
2616,78754,nginx,77,616,616,19635,caas
2617,78754,framework,2,64,16,1200,caas
2618,78754,rel_db,16,384,128,1600,caas
2619,78754,mem_db,8,64,32,80,caas
2620,29034,nginx,29,232,232,7395,caas
2621,29034,framework,1,32,8,600,caas
2622,29034,rel_db,6,144,48,600,caas
2623,29034,mem_db,3,24,12,30,caas
2624,29281,nginx,29,232,232,7395,caas
2625,29281,framework,1,32,8,600,caas
2626,29281,rel_db,6,144,48,600,caas
2627,29281,mem_db,3,24,12,30,caas
2628,73657,nginx,72,576,576,18360,caas
2629,73657,framework,2,64,16,1200,caas
2630,73657,rel_db,15,360,120,1500,caas
2631,73657,mem_db,8,64,32,80,caas
2632,21212,nginx,21,168,168,5355,caas
2633,21212,framework,1,32,8,600,caas
2634,21212,rel_db,5,120,40,500,caas
2635,21212,mem_db,3,24,12,30,caas
2636,20836,nginx,21,168,168,5355,caas
2637,20836,framework,1,32,8,600,caas
2638,20836,rel_db,5,120,40,500,caas
2639,20836,mem_db,3,24,12,30,caas
2640,33629,nginx,33,264,264,8415,caas
2641,33629,framework,1,32,8,600,caas
2642,33629,rel_db,7,168,56,700,caas
2643,33629,mem_db,4,32,16,40,caas
2644,77233,nginx,76,608,608,19380,caas
2645,77233,framework,2,64,16,1200,caas
2646,77233,rel_db,16,384,128,1600,caas
2647,77233,mem_db,8,64,32,80,caas
2648,33092,nginx,33,264,264,8415,caas
2649,33092,framework,1,32,8,600,caas
2650,33092,rel_db,7,168,56,700,caas
2651,33092,mem_db,4,32,16,40,caas
2652,77615,nginx,76,608,608,19380,caas
2653,77615,framework,2,64,16,1200,caas
2654,77615,rel_db,16,384,128,1600,caas
2655,77615,mem_db,8,64,32,80,caas
2656,25880,nginx,26,208,208,6630,caas
2657,25880,framework,1,32,8,600,caas
2658,25880,rel_db,6,144,48,600,caas
2659,25880,mem_db,3,24,12,30,caas
2660,79221,nginx,78,624,624,19890,caas
2661,79221,framework,2,64,16,1200,caas
2662,79221,rel_db,16,384,128,1600,caas
2663,79221,mem_db,8,64,32,80,caas
2664,38644,nginx,38,304,304,9690,caas
2665,38644,framework,1,32,8,600,caas
2666,38644,rel_db,8,192,64,800,caas
2667,38644,mem_db,4,32,16,40,caas
2668,58086,nginx,57,456,456,14535,caas
2669,58086,framework,1,32,8,600,caas
2670,58086,rel_db,12,288,96,1200,caas
2671,58086,mem_db,6,48,24,60,caas
2672,29701,nginx,30,240,240,7650,caas
2673,29701,framework,1,32,8,600,caas
2674,29701,rel_db,6,144,48,600,caas
2675,29701,mem_db,3,24,12,30,caas
2676,71117,nginx,70,560,560,17850,caas
2677,71117,framework,2,64,16,1200,caas
2678,71117,rel_db,15,360,120,1500,caas
2679,71117,mem_db,8,64,32,80,caas
2680,37804,nginx,37,296,296,9435,caas
2681,37804,framework,1,32,8,600,caas
2682,37804,rel_db,8,192,64,800,caas
2683,37804,mem_db,4,32,16,40,caas
2684,58580,nginx,58,464,464,14790,caas
2685,58580,framework,1,32,8,600,caas
2686,58580,rel_db,12,288,96,1200,caas
2687,58580,mem_db,6,48,24,60,caas
2688,58392,nginx,58,464,464,14790,caas
2689,58392,framework,1,32,8,600,caas
2690,58392,rel_db,12,288,96,1200,caas
2691,58392,mem_db,6,48,24,60,caas
2692,73263,nginx,72,576,576,18360,caas
2693,73263,framework,2,64,16,1200,caas
2694,73263,rel_db,15,360,120,1500,caas
2695,73263,mem_db,8,64,32,80,caas
2696,14406,nginx,15,120,120,3825,caas
2697,14406,framework,1,32,8,600,caas
2698,14406,rel_db,3,72,24,300,caas
2699,14406,mem_db,2,16,8,20,caas
2700,46114,nginx,46,368,368,11730,caas
2701,46114,framework,1,32,8,600,caas
2702,46114,rel_db,10,240,80,1000,caas
2703,46114,mem_db,5,40,20,50,caas
2704,51527,nginx,51,408,408,13005,caas
2705,51527,framework,1,32,8,600,caas
2706,51527,rel_db,11,264,88,1100,caas
2707,51527,mem_db,6,48,24,60,caas
2708,74937,nginx,74,592,592,18870,caas
2709,74937,framework,2,64,16,1200,caas
2710,74937,rel_db,15,360,120,1500,caas
2711,74937,mem_db,8,64,32,80,caas
2712,36649,nginx,36,288,288,9180,caas
2713,36649,framework,1,32,8,600,caas
2714,36649,rel_db,8,192,64,800,caas
2715,36649,mem_db,4,32,16,40,caas
2716,37792,nginx,37,296,296,9435,caas
2717,37792,framework,1,32,8,600,caas
2718,37792,rel_db,8,192,64,800,caas
2719,37792,mem_db,4,32,16,40,caas
2720,39804,nginx,39,312,312,9945,caas
2721,39804,framework,1,32,8,600,caas
2722,39804,rel_db,8,192,64,800,caas
2723,39804,mem_db,4,32,16,40,caas
2724,43375,nginx,43,344,344,10965,caas
2725,43375,framework,1,32,8,600,caas
2726,43375,rel_db,9,216,72,900,caas
2727,43375,mem_db,5,40,20,50,caas
2728,76305,nginx,75,600,600,19125,caas
2729,76305,framework,2,64,16,1200,caas
2730,76305,rel_db,16,384,128,1600,caas
2731,76305,mem_db,8,64,32,80,caas
2732,78808,nginx,77,616,616,19635,caas
2733,78808,framework,2,64,16,1200,caas
2734,78808,rel_db,16,384,128,1600,caas
2735,78808,mem_db,8,64,32,80,caas
2736,28812,nginx,29,232,232,7395,caas
2737,28812,framework,1,32,8,600,caas
2738,28812,rel_db,6,144,48,600,caas
2739,28812,mem_db,3,24,12,30,caas
2740,65501,nginx,64,512,512,16320,caas
2741,65501,framework,1,32,8,600,caas
2742,65501,rel_db,14,336,112,1400,caas
2743,65501,mem_db,7,56,28,70,caas
2744,45412,nginx,45,360,360,11475,caas
2745,45412,framework,1,32,8,600,caas
2746,45412,rel_db,10,240,80,1000,caas
2747,45412,mem_db,5,40,20,50,caas
2748,33953,nginx,34,272,272,8670,caas
2749,33953,framework,1,32,8,600,caas
2750,33953,rel_db,7,168,56,700,caas
2751,33953,mem_db,4,32,16,40,caas
2752,69559,nginx,68,544,544,17340,caas
2753,69559,framework,2,64,16,1200,caas
2754,69559,rel_db,14,336,112,1400,caas
2755,69559,mem_db,7,56,28,70,caas
2756,43710,nginx,43,344,344,10965,caas
2757,43710,framework,1,32,8,600,caas
2758,43710,rel_db,9,216,72,900,caas
2759,43710,mem_db,5,40,20,50,caas
2760,55041,nginx,54,432,432,13770,caas
2761,55041,framework,1,32,8,600,caas
2762,55041,rel_db,12,288,96,1200,caas
2763,55041,mem_db,6,48,24,60,caas
2764,68480,nginx,67,536,536,17085,caas
2765,68480,framework,2,64,16,1200,caas
2766,68480,rel_db,14,336,112,1400,caas
2767,68480,mem_db,7,56,28,70,caas
2768,25365,nginx,25,200,200,6375,caas
2769,25365,framework,1,32,8,600,caas
2770,25365,rel_db,6,144,48,600,caas
2771,25365,mem_db,3,24,12,30,caas
2772,47214,nginx,47,376,376,11985,caas
2773,47214,framework,1,32,8,600,caas
2774,47214,rel_db,10,240,80,1000,caas
2775,47214,mem_db,5,40,20,50,caas
2776,56718,nginx,56,448,448,14280,caas
2777,56718,framework,1,32,8,600,caas
2778,56718,rel_db,12,288,96,1200,caas
2779,56718,mem_db,6,48,24,60,caas
2780,19097,nginx,19,152,152,4845,caas
2781,19097,framework,1,32,8,600,caas
2782,19097,rel_db,4,96,32,400,caas
2783,19097,mem_db,2,16,8,20,caas
2784,27018,nginx,27,216,216,6885,caas
2785,27018,framework,1,32,8,600,caas
2786,27018,rel_db,6,144,48,600,caas
2787,27018,mem_db,3,24,12,30,caas
2788,73972,nginx,73,584,584,18615,caas
2789,73972,framework,2,64,16,1200,caas
2790,73972,rel_db,15,360,120,1500,caas
2791,73972,mem_db,8,64,32,80,caas
2792,17736,nginx,18,144,144,4590,caas
2793,17736,framework,1,32,8,600,caas
2794,17736,rel_db,4,96,32,400,caas
2795,17736,mem_db,2,16,8,20,caas
2796,56120,nginx,55,440,440,14025,caas
2797,56120,framework,1,32,8,600,caas
2798,56120,rel_db,12,288,96,1200,caas
2799,56120,mem_db,6,48,24,60,caas
